,,Unnamed: 0.1,Unnamed: 0,text,label,processed_text,pseudo_label,confidence,human_label
11,320,320,320,"My son studies my feet as we walk hand and finger through the hallways of our home, and it occurs to me to tell you—you will be OK.
 

 It occurs to me that I should tell you from one mom to another. You will be OK even though now you are not OK, and it’s OK to not be OK.
 

 Even though being OK seems a long way off and nigh impossible. Even still, you will be more than just OK. 
 

 My son babbles something in an intelligible language. 
 

 You will in fact be great.
 

 Sooner than you think, the haze of newborn days will be behind you. Your child will cuddle and clap and stand and dance and laugh. He will conversationally mutter “up, up, up,” while holding your hand as you walk about the halls of your own home because it’s much too cold to go play outside like he really wants to.
 

 It baffles me how one can go from being so very not OK to being more OK than they’ve ever been in the short span of a year, but trust me when I say—you will get there. 
 

 Perhaps it will take longer—perhaps a shorter time—but there will come a day when you realize your hours are far more full of laughter than of tears, and in fact, you don’t remember the last time you cried in anything but joy.
 

 The little hand that grips yours now by reflex will hold it out of trust. The voice that wails for you in the middle of the night will still wail for you in the middle of the night, but now you will know exactly what to do to calm it, and you will feel capable—not overwhelmed.
 

 You will grow to be so much stronger than you ever dreamed you could be, and all for the love of a little person who looks to you as their everything when they are in fact YOUR everything.
 

 You will want time to neither rush nor slow because you are so happy right where and when you are.
 

 My son cruises around the coffee table and takes two brave, wobbly steps towards the couch.
 

 You will know that these are the best days of your lives.
 

 

 Don’t be ashamed to need help getting here. It’s so much more beautiful on the other side. ❤️ I wish I could send this letter back to the me I was 11 months ago.",,"son study foot walk hand finger hallway home occur tell youyou ok 
 

  occur tell one mom another ok even though ok ok ok 
 

  even though ok seem long way nigh impossible even still ok 
 

  son babble something intelligible language 
 

  fact great 
 

  soon think haze newborn day behind child cuddle clap stand dance laugh conversationally mutter hold hand walk hall home much cold go play outside like really want 
 

  baffle one go ok ok ever short span year trust sayyou get 
 

  perhaps take longerperhaps short timebut come day realize hour far full laughter tear fact not remember last time cry anything joy 
 

  little hand grip reflex hold trust voice wail middle night still wail middle night know exactly calm feel capablenot overwhelm 
 

  grow much strong ever dream could love little person look everything fact everything 
 

  want time neither rush slow happy right 
 

  son cruise around coffee table take two brave wobbly step towards couch 
 

  know good day life 
 

 

  not ashamed need help get much beautiful side  wish could send letter back  month ago",0,0.859682736,0
12,336,336,336,"Feeling absolutely defeated. Had another therapy session today after what I would call a full mental breakdown (dissociated, SI, crying hysterics) it’s never been that bad and I had to leave my house for the night and my husband took care of all 3 kids (9m, 5m, and 3 month old M). I’ve never been so scared I would actually end my life and I truly believe it is because I do need help and support but.. from who/where? My therapist again today was like ask for help-reach out for help/support- pay for a nanny/cleaner. I’ve told her before-financially it’s not an option and my parents won’t help I don’t have those kind of parents unfortunately and my husbands mom is old and just had hip surgery and can’t walk. In addition my amazing friends have kids themselves and are honestly just as burnt out? I just am so tired of hearing “ ask for help whenever you can” like ok therapist lady I’m asking YOU. In a non-ideal right financial decision with no family support: who am I asking??? My partner who is just as overwhelmed from carrying the weight I can’t right now? Just feeling frustrated and needed to vent not sure how much I’m getting from this intensive therapy they said I need right now except another bill",,feel absolutely defeat another therapy session today would call full mental breakdown dissociate si cry hysteric never bad leave house night husband take care  kid  month old never scared would actually end life truly believe need help support whowhere therapist today like ask helpreach helpsupport pay nannycleaner tell beforefinancially option parent will not help not kind parent unfortunately husband mom old hip surgery can not walk addition amazing friend kid honestly burn tired hear  ask help whenever like ok therapist lady ask nonideal right financial decision family support ask partner overwhelmed carry weight can not right feel frustrated need vent sure much get intensive therapy say need right except another bill,2,0.8254525066,2
13,352,352,352,"I am a FTM 3wks pp and suffering from depression, anxiety, and so much rage that I can barely function on the daily since my husband went back to work. I think I have lingering trauma from my birth experience as well - I truly thought I was going to die while I was having my baby.
 

 I try to meet my baby’s needs immediately, but she will scream bloody murder if I’m not fast enough and I get overwhelmed/overstimulated almost instantly. My husband says that babies cry for no reason and I can’t deal with the crying that just won’t stop. I’ve never done well with noises, I am sensitive to sound and have never coped well with it. I handle this by screaming back at my baby and then crying with guilt because she doesn’t deserve it. It’s a vicious cycle and I just don’t know how to stop it. Even putting her down in her crib in her room doesn’t help because our walls are so thin I can hear her shrieking. Then the anxiety of being away from her kicks in and I’m scared something will happen. I fear putting in headphones or ear plugs because how will I hear her if she starts to choke or something?
 

 My pride won’t let me reach out for help either, and I know how stupid that is. My mentality is that I wanted to be a mother for so long, why am I so desperate to escape it? I feel like a failure if I need to ask for help. Which is also ridiculous because I feel like I’ve failed my daughter already. I gave up breastfeeding because it was too much and I am constantly on edge/stressed out. Pumping has become an absolute waste of time because my production (which was already low after a complicated birth) is now abysmal and it just makes me feel worse. I struggled to give myself any credit, any grace, any kindness before I got pregnant and it’s worsened tenfold since my daughter was born. I am so awful to myself.
 

 I am overcome with emotions that are drowning me every day to the point that I want to end it all. I have an initial consult with a therapist in 6 days, but that feels like an eternity away. I have never been so mentally unwell in my entire life and I’m so scared that therapy won’t help me or that I’ll ruin my child. I don’t have fears of hurting her ever, but I do have a fear that my mental health will continue to plummet and I’ll hurt myself terribly. And no child needs a mom that is so at risk or that can’t find any joy in life. To make matters worse, my own mom died almost 8 months ago and I haven’t been able to heal from that. I miss her so much and I hate that I’ve had to go through this without her. 
 

 Her dad is a godsend because he immediately takes over when he gets home and on the weekends, he does his best to listen and validate my feelings as I break down into a crying mess every night, he wishes so much that he didn’t have to go back to work so soon after our daughter came. He has encouraged me to go to therapy because we both know he isn’t a professional and not equipped to wrangle what I assume is PPD/PPA/PPR. I love my husband so much and I feel so lucky to have had a child with him, but I feel like my child deserves someone better to be her mom.
 

 I just don’t know how to manage - how do you do it? How do you cope with these out of control feelings? How do you better acclimate to motherhood? Were there any resources or support groups that helped you get through? Was therapy enough? Did you need medication too? Looking for guidance, sympathy, or anything really.
 

 Signed, a mom who is ready to give up",,"ftm wks pp suffer depression anxiety much rage barely function daily since husband go back work think linger trauma birth experience well  truly think go die baby 
 

  try meet baby need immediately scream bloody murder fast enough get overwhelmedoverstimulate almost instantly husband say baby cry reason can not deal crying will not stop never do well noise sensitive sound never cope well handle scream back baby cry guilt not deserve vicious cycle not know stop even put crib room not help wall thin hear shriek anxiety away kick scared something happen fear put headphone ear plug hear start choke something 
 

  pride will not let reach help either know stupid mentality want mother long desperate escape feel like failure need ask help also ridiculous feel like fail daughter already give breastfeed much constantly edgestresse pumping become absolute waste time production already low complicated birth abysmal make feel bad struggle give credit grace kindness get pregnant worsen tenfold since daughter bear awful 
 

  overcome emotion drown every day point want end initial consult therapist  day feel like eternity away never mentally unwell entire life scared therapy will not help ill ruin child not fear hurt ever fear mental health continue plummet ill hurt terribly child need mom risk can not find joy life make matter bad mom die almost  month ago not able heal miss much hate go without 
 

  dad godsend immediately take get home weekend good listen validate feeling break cry mess every night wish much not go back work soon daughter come encourage go therapy know not professional equipped wrangle assume ppdppappr love husband much feel lucky child feel like child deserve someone well mom 
 

  not know manage  cope control feeling well acclimate motherhood resource support group help get therapy enough need medication look guidance sympathy anything really 
 

  sign mom ready give",2,0.8591394179,2
14,353,353,353,"Im 4 months pp and am starting to feel a little more myself again or so I thought. My husband and I had a conversation about how our love life is non existent. I will admit I have not given it my all when comes to our relationship but half of the time I'm either exhausted from staying up with the baby or have to catch up on chores around the house. He made it clear that he does not want another kid after this one( only our first) because it has not been fun the last 4 months and has been feeling unloved like i put him second to our baby. I always to try to listen to him and adjust myself when he feels like this but this time I wanted to go off on him and tell him that all he lost was probably sleep but I lost myself, my body, my independence and I'm not complaining. I need some tips and suggestions on how to handle this situation. Our baby is still small and needs care and if I dont who will? It seems like he wants me to ignore our baby and give him my undivided attention. That just not an easy thing to do. Am I in the wrong? Is he? What can I say to him to help him understand me a little more without hurting his feelings?",,month pp start feel little think husband conversation love life non existent admit give come relationship half time either exhausted stay baby catch chore around house make clear want another kid one first fun last  month feel unloved like put second baby always try listen adjust feel like time want go tell lose probably sleep lose body independence complain need tip suggestion handle situation baby still small need care not seem like want ignore baby give undivided attention easy thing wrong say help understand little without hurt feeling,1,0.8110042707,1
15,370,370,370,"By symptoms I mean thoughts of hurting yourself or your baby.
 My psychiatrist is insisting the next time I have thoughts like that I go to a hospital to keep myself and my baby safe. But they admit that it isn't really therapeutic, just a safety measure. I have safeties at home, and don't really feel excited about a hospital bill.
 Does anyone have experiences? How was it? Did it seem helpful? 
 If not, but if you are struggling in a similar way, how are you handling it?",,"symptom mean thought hurt baby 
  psychiatrist insist next time thought like go hospital keep baby safe admit not really therapeutic safety measure safety home not really feel excited hospital bill 
  anyone experience seem helpful 
  struggle similar way handle",0,0.9164803766,1
16,387,387,387,"My wife and I have been together for nearly 15 years and married for 5. Our youngest child is 2. With our first child everything was good and we didn’t deal with any of this. When our second child was born, due to some circumstances, I was very limited in my ability to help for most of the first year of his life. This child was also very difficult breastfeeding and she was reluctant to give it up. All this amounted to her having some pretty decent struggles and eventually admitting that she may have PPD. 
 

 She started on anti-depressants or anxiety medicine over a year ago, but it has only helped a little bit. She has tried to come off of them a couple of times, but she can’t. The problem is, they are only sort of working. 
 

 She is always talking about how stressed she is even when there is nothing to be stressed about, she is always tired (2 year old still having sleep issues is partially to blame), and she is rarely happy. This has been having a negative effect on our relationship. I do everything I can to help out when I am home but we both have FT jobs and are burned out by the end of the day. It all came to a bit of a head in the last couple days and now we aren’t sure how much longer we’ll be staying together. 
 

 What other options are there to help with this? Could this just be a permanent thing?",,"wife together nearly  year marry  young child  first child everything good not deal second child bear due circumstance limited ability help first year life child also difficult breastfeed reluctant give amount pretty decent struggle eventually admit may ppd 
 

  start antidepressant anxiety medicine year ago help little bit try come couple time can not problem sort work 
 

  always talk stressed even nothing stress always tired  year old still sleep issue partially blame rarely happy negative effect relationship everything help home ft job burn end day come bit head last couple day not sure much long well stay together 
 

  option help could permanent thing",0,0.832576953,1
17,391,391,391,Currently 6 months postpartum and I’ve been so depressed. My heart literally feels like it’s breaking into pieces. Any small thing can trigger me and I’m in shambles hysterically crying. I’ve been trying so hard to stay strong for my baby but it just seems like theirs no light at the end of the tunnel.,,currently  month postpartum depressed heart literally feel like breaking piece small thing trigger shamble hysterically cry try hard stay strong baby seem like light end tunnel,0,0.8437340736,1
18,393,393,393,"I'm currently 10 days pp, and having an extremely bad morning. I just had my second baby and going through what I believe to the baby blues..
 

 With my first son, I want to say I had severe postpartum anxiety that cleared up by the 2 week mark. I can't remember exactly when, but it was time for my two week appt with my provider to check on my incision, I remember distinctly having a conversation with her about how I had the blues but was feeling better. I remember being up 24/7 crying all the time and refusing to sleep eat or do anything outside of take care of my son bc of how awful the anxiety was & I think it was so awful because of the lack of sleep..
 

 About 5 days postpartum partum this time, it hit me like a truck the same way it did with my first. I felt like I had ice or fire in my body and just cried because hated the way I felt. I kept replaying how I felt with my son and how awful it was.. The previous days, I would weep only when the sun went down and then after that I would be okay. After the 5th day, when I forced myself to get some sleep, I felt much better..I had some anxiety that lingered, and quite honestly at 8 days pp, I had SUCH a great day that I thought it finally ended for me. It came back slightly the next day but nothing severe. All of a sudden this morning at 6am it hit me again, and the anxiety is coursing through me and hasn't let up. I tried to sleep and for a whole hour I just was in and out of sleep waking myself back up with anxiety, it was awful... I know I've been through this before with my first, in the exact same way, I know that it passed, but had anyone else suffered with the baby blues really badly and it ended by the two weeks?? I'm so terrified this won't end soon and might take longer. I think having a timeline in my head makes it worse bc I expect to feel better by then.
 

 The reason I'm thinking this is just the blues is because I developed a form of postpartum depression with my first a few months after he was born... and it was significantly less extreme. I would get sad and cry, but it never kept me up at night or gave me severe anxiety. And the fact that I dealt with this exactly the same as with him..",,"currently  day pp extremely bad morning second baby go believe baby blue 
 

  first son want say severe postpartum anxiety clear  week mark can not remember exactly time two week appt provider check incision remember distinctly conversation blue feel well remember  cry time refuse sleep eat anything outside take care son bc awful anxiety  think awful lack sleep 
 

  day postpartum partum time hit like truck way first feel like ice fire body cry hate way feel keep replay feel son awful previous day would weep sun go would okay th day force get sleep feel much betteri anxiety linger quite honestly  day pp great day think finally end come back slightly next day nothing severe sudden morning hit anxiety course not let try sleep whole hour sleep wake back anxiety awful know first exact way know pass anyone else suffer baby blue really badly end two week terrified will not end soon might take long think timeline head make bad bc expect feel well 
 

  reason think blue develop form postpartum depression first month bear significantly less extreme would get sad cry never keep night give severe anxiety fact deal exactly",1,0.8138143392,1
19,412,412,412,"I was REALLY not doing well when I got home from the hospital. Saw my OB at 3 weeks pp, got some meds, started doing way better. My baby is now 3 months, and I feel like my PPD might be coming back?? We just hit a sleep regression and I’m exhausted, which might be playing a role? Just wondering if this has ever happened for anyone else & if it ever gets better…",,really well get home hospital see ob  week pp get med start way well baby  month feel like ppd might come back hit sleep regression exhaust might play role wonder ever happen anyone else  ever get well,0,0.892378917,0
20,446,446,446,"When I had my first it felt so magical, and was one of the happiest times of my life. 
 

 Nowadays I just feel numb. I don't know how to juggle my toddler and baby, cooking and cleaning. Instead I want to sleep and cry all the time.
 

 Baby prefer dad and he screams everytime I try to nurse him. I feel rejected even though I know it's not logical. I know I should try to stop breastfeeding because it makes me so sad that it makes him sad. Yet I long for the bond I had with my daughter. 
 

 I don't get to spend a lot of time with him because I feel like I have to cook, clean and take care of toddler that prefers me. Then he rejects me when I try to connect with him. It makes me want to run away and hide.
 

 It doesn’t feel like he sees me as his mom, I feel like I'm a stranger to him and he's a stranger to me since he doesn't seem to like me. I worry I will never connect with him and lose out on my bond with daughter too since I'm unable to be fully present with her either. 
 

 I know for someone that is in a good mental space this all sound crazy, I shouldn't put all of that on a baby, who can't even sit up without support, yet it feels so real. Do anyone have any tips? I've gone on ssris in the past but they only make me feel even number.",,"first feel magical one happy time life 
 

  nowadays feel numb not know juggle toddler baby cooking cleaning instead want sleep cry time 
 

  baby prefer dad scream everytime try nurse feel reject even though know logical know try stop breastfeed make sad make sad yet long bond daughter 
 

  not get spend lot time feel like cook clean take care toddler prefer reject try connect make want run away hide 
 

  not feel like see mom feel like stranger stranger since not seem like worry never connect lose bond daughter since unable fully present either 
 

  know someone good mental space sound crazy not put baby can not even sit without support yet feel real anyone tip go ssris past make feel even number",1,0.8661565613,1
21,486,486,486,"Just as the title says- my partner of 4 years was on the fence about having another baby (we have 2 already ages 5/9) and finally decided to give it a go for number 3 and it has been a disaster since month 1 of my pregnancy this time I was extremely sick with hyperemesis daily then needed my gallbladder removed near the end of the pregnancy so he was on doing so much extra for the other 2 kids while I was sick (other pregnancies no issues) and now we have an extremely fussy/colic 8 week old baby which is also different form the other 2 children. My partner is so distant-moody-cold and obviously hating his life with us now. I have PPD and him being so unhappy with our family when things were wonderful before baby #3 is making my depression feel all consuming. Nothing I do makes him happy and I can tell he regrets the baby and almost his entire life with me/us now? I’m hoping this is also a depression bc things have been so hard for the last year but it’s starting to feel he resents ME bc I’m the one who brought up having another baby. He literally basically ignores me now, will help with baby but seems so checked out emotionally from us I’m worried our relationship isn’t going to survive and it’s been 8 freaking weeks. I just feel like a complete failure and this is my second marriage and my first husband checked out at the end in a similar fashion (always on his phone the “nothings wrong” but distant and avoidant). Just feel like my worlds falling apart and I love our new baby so much I don’t want him to be impacted by any of this stress or depression. Just feel like I’m drowning and want to run away from it all. Thanks for whoever listens ��",,title say partner  year fence another baby  already age  finally decide give go number  disaster since month  pregnancy time extremely sick hyperemesis daily need gallbladder remove near end pregnancy much extra  kid sick pregnancy issue extremely fussycolic  week old baby also different form  child partner distantmoodycold obviously hate life we ppd unhappy family thing wonderful baby  make depression feel consume nothing make happy tell regret baby almost entire life meus hope also depression bc thing hard last year starting feel resent bc one bring another baby literally basically ignore help baby seems check emotionally we worried relationship not go survive  freak week feel like complete failure second marriage first husband check end similar fashion always phone nothing wrong distant avoidant feel like world fall apart love new baby much not want impact stress depression feel like drown want run away thank whoever listen,1,0.8501973306,1
22,499,499,499,"As the title says, I am 3 weeks postpartum after a one month hospital stay after I PPROM’d at 25 weeks. Had my LO at 29 weeks via c-section. I am now home (FINALLY), but having a hard time adjusting to not bringing a baby home. Tbh, all things considering, my baby is doing amazingly well. She is breathing and eating on her own which is a huge accomplishment. I have healed very well and i’m doing overall well adjusting (helping around the house, getting back to how it was before, etc). 
 

 I feel a lot of guilt when I cannot go to the hospital. I have my days where I’m feeling okay with it, then I have my days where I feel so sad that I can’t give her the skin to skin she needs. I have also been feeling extremely tired. Like, sleeping 12 hours and then taking a 3 hour nap. I don’t even have a newborn home. Why do I feel the need to sleep this much? I ate for the first time earlier and got extremely nauseas. This is a new symptom for me. These symptoms are way different than what I experienced with my first kiddo, so I’m having a really hard time coping/finding coping mechanisms. I haven’t been diagnosed with PPD as I have not been to my first PP appt…but I have a feeling it’s in the magic 8 ball. Blah. Thanks for listening if you read this far. I feel better getting it all out there.",,"title say  week postpartum one month hospital stay ppromd  week lo  week via csection home finally hard time adjust bring baby home tbh thing consider baby amazingly well breathe eat huge accomplishment heal well overall well adjust help around house get back etc 
 

  feel lot guilt go hospital day feel okay day feel sad can not give skin skin need also feel extremely tired like sleep  hour take  hour nap not even newborn home feel need sleep much eat first time early get extremely nauseas new symptom symptom way different experience first kiddo really hard time copingfinde cope mechanism not diagnose ppd first pp apptbut feeling magic  ball blah thank listen read far feel well get",1,0.8384988755,1
23,520,520,520,"I just had a baby 5 months ago and I hate pregnancy, I hate how it feels. But since I've had the baby I've been longing to get pregnant again because there is just this feeling of emptiness inside me. Emptiness that I don't know how to fill other than physically filling it with something else. I don't know, I assume that's something missing in my life that I really desperately want but I have no idea what that is. Something is emotionally lacking.",,baby  month ago hate pregnancy hate feel since baby long get pregnant feeling emptiness inside emptiness not know fill physically fill something else not know assume something miss life really desperately want idea something emotionally lack,0,0.8820375594,0
24,523,523,523,"My 12.5 year old Pomeranian Eevee was diagnosed with late stage heart failure in May and was given 3-6 months maybe a year to live. We were given meds to keep her comfortable and to maintain her daily life. I was suppose to be due in September and had major anxiety she wouldn’t make it to the birth. She was my light and comfort during my pregnancy journey. I know I was suppose to mentally prepare for the worst but every day she looked and acted like the happy little pup except for the terrible coughing fits she had all day and night. I prayed that she at least make it to the birth to meet her human brother and she did since he came a month early in August and she lived up until he was three months. I’m starting to have a lot of guilt, that maybe I didn’t give her enough care or attention during my pregnancy and afterwards cause I was tending to my son and that she felt neglected when I had to close the door on her at night cause her coughing would wake the baby up. Then I felt bad that maybe I should’ve waited to have a baby so that her last years would be full of my attention. I start to think that maybe I could’ve taken better care of her health, done more for her quality of life. Then I also feel bad that I didn’t take enough photos of her and my son or even me and her. The day before she died she collapsed and I could tell she wasn’t right even when she got back up and was semi normal. I wanted to take her to vet but my son needed to feed and nap and by the time i finished the vet was closing and she didn’t seem bothered. I was gonna take her in the morning if she didn’t seem like herself again. I spent a little extra cuddle time with her before I had to put my son to bed and I don’t know why I said it but I told her if she was in pain and needed to go it would be okay and that I loved her. ( I feel selfish for thinking maybe if I hadn’t said that she would be here still and maybe she took it as I didn’t want her to stay anymore.) I woke up at 5am dec 10th to change my sons diaper and she raised her head to look at us but didn’t follow like usual so when I was done I came back and noticed she was laying too still. All i remember was a blur and she died in my arms. I feel guilty that she waited for me to wake up and she wasn’t the first thing I held or that I left her in the room for a bit before holding her. And now I can’t stop crying and feeling sad and I don’t want my son to feed of that I feel like a bad fur mom and a bad mom cause I just feel like I haven’t handled anything right and I can’t give my son my full attention without getting sad and seeing her during our normal day routine with him. Like I didn’t have enough time to grieve her before I dropped her at the vet cause my son needed me. Everything felt rushed and like a dream. I’m just overwhelmed with emotions. I just don’t know what to do anymore. My parents who originally didn’t want her but then feel in love are also sad but they keep telling me I have a son now and I need to put my grief aside for him. I know they mean well and they are very old school when it comes to emotion (Asian parents with very little emotions) but I just can’t seem to stop crying. When does this get better. Has anyone else gone through this? 
 

 Edit addition info- 
 

 -I’m f 32( 10 year cancer remission was told I had very slim chance of having a baby) 
 

 - traumatic birth baby came month early and was emergency C-section due to prolapsed cord was told that most babies die due to this. I was very lucky. 
 

 - I currently live at my parents home ( eevees home ) while my partner fixes his house and we work out some issues.",,"year old pomeranian  eevee diagnose late stage heart failure may give  month maybe year live  give med keep comfortable maintain daily life suppose due september major anxiety would not make birth light comfort pregnancy journey know suppose mentally prepare bad every day look act like happy little pup except terrible coughing fit day night pray least make birth meet human brother since come month early august live three month start lot guilt maybe not give enough care attention pregnancy afterwards cause tend son felt neglect close door night cause coughing would wake baby feel bad maybe wait baby last year would full attention  start think maybe could take well care health do quality life also feel bad not take enough photo son even day die collapse could tell not right even get back semi normal want take vet son need feed nap time finish vet close not seem bother go to take morning not seem like spend little extra cuddle time put son bed not know say tell pain need go would okay love feel selfish think maybe not say would still maybe take not want stay anymore wake dec th change son diaper raise head look we not follow like usual do come back notice lay still remember blur die arm feel guilty wait wake not first thing hold leave room bit hold  can not stop cry feel sad not want son feed feel like bad fur mom bad mom cause feel like not handle anything right can not give son full attention without get sad see normal day routine  like not enough time grieve drop vet cause son need everything felt rush like dream overwhelm emotion  not know anymore parent originally not want feel love also sad keep tell son need put grief aside know mean well old school come emotion asian parent little emotion can not seem stop cry  get well anyone else go 
 

  edit addition info 
 

  f year cancer remission tell slim chance baby 
 

  traumatic birth baby come month early emergency csection due prolapse cord tell baby die due lucky 
 

  currently live parent home  eevee home  partner fix house work issue",2,0.8376432807,0
25,532,532,532,"Seriously how. 3 months out and I feel like I’m falling apart. I don’t know what to do or how to fix myself anymore. It feels like I’m just out in the middle of the ocean drowning. The world is so dull and grey to me. I have brief moments of joy and confidence like I can do this and it’ll all work out then it just gets completely shattered in a matter of seconds. I’ve lived with PTSD for over a decade and I’ve always been able to pull myself out of whatever hole I was in. This is unlike anything I’ve ever felt, and it’s deeper and more dark. I’ve increased my meds, I’ve talked to a therapist, I’ve reached out to loved ones and told them where I’m at. I’ve taken breaks and I’ve cried my body weight in tears. I don’t know what to do anymore. 
 

 Please share advice, suggestions, anything. I want to see my little boy grow up so badly. I want him to have a great mom and a mom that’s alive to see what life he lives.",,"seriously  month feel like fall apart not know fix anymore feel like middle ocean drown world dull grey brief moment joy confidence like work get completely shatter matter second live ptsd decade always able pull whatever hole unlike anything ever feel deep dark increase med talk therapist reach love one tell take break cry body weight tear not know anymore 
 

  please share advice suggestion anything want see little boy grow badly want great mom mom alive see life live",1,0.8660510956,1
26,601,601,601,"10 weeks post partum FTM. I thought things might be getting better when I stopped pumping at 6 weeks but it’s gotten much worse. 
 

 I have rage at my partner. Suicidal ideation. And cry almost every day. I feel numb, don’t enjoy anything anymore and don’t want to see anyone. I hate myself and am repulsed by my body after giving birth. I’ve had episodes like this before but not like this where I can’t pull myself out of it 
 

 The problem has nothing to do with baby, he’s sleeping well and healthy and my partner is wonderful with him. I just don’t know who I am anymore. 
 

 Anyone think medication will help ? Or what meds in particular? I’m terrified that I’ll gain even more weight and lose my sex drive completely and just hate myself even more",,"week post partum ftm think thing might get well stop pump  week get much bad 
 

  rage partner suicidal ideation cry almost every day feel numb not enjoy anything anymore not want see anyone hate repulse body give birth episode like like can not pull 
 

  problem nothing baby sleep well healthy partner wonderful not know anymore 
 

  anyone think medication help  med particular  terrified ill gain even weight lose sex drive completely hate even",1,0.8080300309,2
27,611,611,611,"I am 18 weeks pp. I have been experiencing ppd and have been on meds for over a year for anxiety / depression. My depression hasn’t gotten any better, should I try a different medication or a different dosage? I really thought I would be better by now. Any tips or encouraging words?",,week pp experience ppd med year anxiety  depression depression not get well try different medication different dosage really think would well tip encourage word,0,0.881295099,0
28,631,631,631,"Any mothers who experienced PPD to the point where their babies developed developmental delays; were you able to get out of PPD and reconnect with your babies?
 

 Did the developmental delays get noticeably better?
 

 My baby didn't start speaking until he was 2 years old and I just want to know if nurturing him more will help. 
 

 My grandma says I have to be stricter with him, but I don't feel like that's the right thing to do considering our situation.",,"mother experience ppd point baby develop developmental delay able get ppd reconnect baby 
 

  developmental delay get noticeably well 
 

  baby not start speak  year old want know nurture help 
 

  grandma say strict not feel like right thing consider situation",0,0.8294356827,0
29,649,649,649,"I'm 6 months postpartum with my second child. I've dealt with suicidal thoughts for most of my life and I'm at my breaking point. I feel so guilty for wanting to leave my children and husband, but I don't know who to talk to. I want my family and friends to think im okay. I don't want to share how I feel with anyone who knows me. Anyone dealt with suicidal thoughts while postpartum. How did you cope? Anyone know someone who committed suicide during postpartum? I feel so empty.",,month postpartum second child deal suicidal thought life breaking point feel guilty want leave child husband not know talk want family friend think okay not want share feel anyone know anyone deal suicidal thought postpartum cope anyone know someone commit suicide postpartum feel empty,2,0.8250266521,2
30,699,699,699,"The moment I met you I fell in love. 
 I knew I would. 
 I'd felt you and thought about you for 40 weeks and 6 days. 
 I'd looked forward to loving you for as long as I can remember. 
 I'd looked forward to being your mum for as long as I can remember. 
 I loved you before I recognised you. 
 I loved long you before I got over the shock of how you arrived.
 When I gave birth to you I gave birth to a new person I could get to know. A new perfect soul, a fresh new life. 
 I also gave birth to a new me. A me that I still don't know or recognise. A me with a new lobsided soul, a complicated new life. 
 For now I will continue to show up for you every day. 
 I will soak in the smiles, the laughs and the hugs. 
 And maybe one day I will recognise myself again. 
 Maybe one day I will fall in love with the new me I birthed. 
 

 Something I wrote at a hard to time. I'm celebrating 2.5 years since the birth of my first and 10 months since my second. After months, I'm finally finding a little bit of joy every day.
 

 Sending love to you, wherever you are on your journey.",,"moment meet fall love 
  know would 
  feel think  week  day 
  look forward love long remember 
  look forward mum long remember 
  love recognise 
  love long get shock arrive 
  give birth give birth new person could get know new perfect soul fresh new life 
  also give birth new still not know recognise new lobsided soul complicated new life 
  continue show every day 
  soak smile laugh hug 
  maybe one day recognise 
  maybe one day fall love new birth 
 

  something write hard time celebrate  year since birth first  month since second month finally find little bit joy every day 
 

  send love wherever journey",0,0.8811942143,0
31,707,707,707,"My PPD really kicked into high gear when I started work earlier this year. I had a traumatic birth and my twins were born premature and spent weeks and weeks on the NICU. I have generalized anxiety and have forever. After having my babies it really came on full force. I was angry, depressed, not myself. spoke with my OB and she put me on Lexapro. It helps tremendously!
 

 But, almost every Sunday I have a bit of Sunday blues knowing I have to work and can’t spend every minute with my twins. I worry about things that haven’t happened, like having to travel for work and being away from them. Yes, I have separation anxiety! My husband and I have gone on a few dates but anytime something pops up that would require a babysitter I dread it, sometimes to the point of tears. I have no desire to be away from them. I think my traumatic birth comes into play and NICU experience but I also realize I need therapy. 
 

 If you’ve had therapy for your PPD/PPA what kind of therapist did you seek out?",,"ppd really kick high gear start work early year traumatic birth twin bear premature spend week week nicu generalize anxiety forever baby really come full force angry depressed speak ob put lexapro help tremendously 
 

  almost every sunday bit sunday blue know work can not spend every minute twin worry thing not happen like travel work away yes separation anxiety husband go date anytime something pop would require babysitter dread sometimes point tear desire away think traumatic birth come play nicu experience also realize need therapy 
 

  therapy ppdppa kind therapist seek",0,0.8970548195,1
32,714,714,714,"For those who are medicated for their PPD/ PPA, which one do you find helped you the best? Also, did it make you gain weight? I’m already struggling with my weight from breastfeeding on top of my PPD, so I really don’t think I can handle any more weight gain.",,medicate ppd ppa one find help good also make gain weight already struggle weight breastfeed top ppd really not think handle weight gain,0,0.8090812768,0
